0	671767															
1	604180															
2	663249															
3	912405															
4	290166															
5	627760															
6	213892															
7	312126															
8	312802															
9	38785															
10	39080															
11	219677															
12	304864															
13	360507															
14	671629															
15	328097															
16	687266															
17	675963															
18	215170															
19	605373															
20	248015															
21	670970															
22	239760															
23	53270															
24	313609															
25	815548															
26	740008															
27	291438															
28	822577															
29	796273															
30	658371															
31	341957															
32	253227															
33	321364															
34	329207															
35	717335															
36	690516															
37	277295															
38	308447															
39	70100															
40	671567															
41	195365															
42	948082															
43	341742															
44	190609															
45	673281															
46	74725															
47	229715															
48	1100669															
49	355366															
50	757489															
51	743876															
52	1073989															
53	905915															
54	333845															
55	759027															
56	199039															
57	307032															
58	290412															
59	349512															
60	600076															
61	98110															
62	870875															
63	695970															
64	100420															
65	611580															
66	108970															
67	802618															
68	688414															
69	307438															
70	677695															
71	201087															
72	251419															
73	117090															
74	871811															
75	690777															
76	898909															
77	119725															
78	219274															
79	746899															
80	358972															
81	819221															
82	125000															
83	308303															
84	602134															
85	606917															
86	195516															
87	642261															
88	130560															
89	931316															
90	902682															
91	135745															
92	346256															
93	135835															
94	319072															
95	767561															
96	670952															
97	260394															
98	751601															
99	137745															
100	360380															
101	719537															
102	146355															
103	1062326															
104	695566															
105	745885															
106	362432															
107	267553															
108	158880															
109	364939															
110	162625															
111	698455															
112	828977															
113	331663															
114	984248															
115	672424															
116	223997															
117	885824															
118	309514															
119	714875															
120	794406															
121	611391															
122	756450															
123	184085															
124	699046															
125	184255															
126	612457															
127	346629															
128	796093															
129	0															
130	0															
131	0															
132	892840															
133	999547															
134	0															
135	962384															
136	0															
137	0															
138	0															
139	1043053															
140	987073															
141	0															
142	1093359															
143	0															
144	955036															
145	0															
146	868724															
147	0															
148	0															
149	1001357															
150	0															
151	0															
152	0															
153	0															
154	0															
155	969784															
156	0															
157	1084747															
158	0															
159	0															
160	0															
161	0															
162	0															
163	1029435															
164	0															
165	0															
167	0															
168	913559															
169	0															
170	0															
171	980885															
172	0															
173	0															
174	0															
175	0															
176	0															
177	0															
178	0															
179	0															
180	995877															
181	0															
182	978328															
183	0															
184	0															
185	0															
186	0															
187	0															
188	0															
189	0															
191	0															
192	0															
193	0															
194	0															
195	1060633															
196	0															
197	979787															
198	1100607															
199	1032228															
200	816454															
201	0															
202	0															
203	0															
204	1069075															
205	0															
206	942053															
207	898463															
208	0															
209	0															
210	0															
211	0															
212	1056878															
213	0															
214	0															
215	1083206															
216	1010471															
217	0															
218	979247															
219	0															
221	0															
222	0															
223	849772															
224	890605															
225	895138															
226	1084949															
227	945619															
228	957049															
229	960056															
230	1073879															
231	992983															
232	1130450															
233	921695															
234	0															
235	0															
236	1015517															
237	1001472															
238	938076															
239	1079428															
240	832440															
241	1065383															
242	1100659															
243	905864															
244	1023146															
245	870581															
246	0															
247	1043333															
248	1064668															
249	931285															
250	880334															
251	0															
252	0															
253	846369															
254	1013453															
255	0															
256	1086162															
257	0															
258	866790															
259	0															
260	963283															
261	785234															
262	932716															
263	852777															
264	318273															
265	264357															
266	807518															
267	777371															
268	1100571															
269	0															
270	89710															
271	36095															
272	1026380															
273	343511															
274	652687															
275	710778															
276	734679															
277	1000078															
278	983316															
279	1001390															
280	842738															
281	874045															
282	833829															
283	896775															
284	932049															
285	1126832															
286	1111536															
287	874529															
288	891559															
289	905553															
290	1104740															
291	831053															
292	0															
293	772278															
294	940067															
295	856435															
296	1010243															
297	902628															
298	874289															
299	0															
300	751178															
301	1057783															
302	940734															
303	835451															
304	848808															
305	1111546															
306	0															
307	945659															
308	0															
309	0															
310	1039280															
311	0															
312	0															
313	0															
314	0															
315	1134962															
316	0															
317	0															
318	1034245															
319	0															
320	0															
321	0															
322	972745															
323	0															
324	0															
325	0															
326	0															
327	0															
328	1079618															
329	0															
330	0															
331	0															
332	0															
333	1101607															
334	0															
335	0															
336	0															
337	0															
338	0															
339	993178															
340	0															
342	0															
343	866169															
344	0															
345	0															
346	941342															
347	904402															
348	973224															
349	0															
350	0															
351	0															
352	1070495															
353	0															
354	0															
355	0															
356	1084560															
357	0															
358	0															
359	1061548															
360	0															
361	0															
362	1073329															
363	0															
364	0															
365	1059784															
366	925092															
367	0															
